Carpeta;Fichero;CuentaNIF;Ultimo acceso;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Display_IsRotationLocked.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Mouse_SetScrollPage.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_EnableEdgeGesture.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_EnableTouchPad.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_CursorSpeed.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_EnableVisualFeedback.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_EnableVisualFeedbackPM.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_FourFingerTapEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_LeaveOnWithMouse.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_PanEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_RightClickZoneEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_SetActivationTimeout.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_SetScrollDirection.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_TapAndDrag.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_TapsEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_ThreeFingerTapEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_ThreeFingerSlideEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_ZoomEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Input_Touch_TwoFingerTapEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsAutoCorrectionEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsAutoShiftEngageEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsCompatibilityKeyboardEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsDoubleTapSpaceEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsKeyAudioFeedbackEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsPredictionSpaceInsertionEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsShiftLockEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsSpellcheckingEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Language_Add_Profile.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Keyboard_IsTextPredictionEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Language_Installed_Profiles_Collection.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Language_Personal_Data_Control.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Language_Web_Content_Control.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Maps_DeleteAll.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Maps_Download_Add_Package.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Misc_ResetYourPC.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Misc_RollbackYourPC_PreviewBuild.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Misc_RollbackYourPC_Windows8.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Misc_RollbackYourPC_Windows7.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Misc_RollbackYourPC_Windows8_1.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_MultiTasking_AeroSnapEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_MultiTasking_JointResizeEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_MusUpdate_AdvancedSettingsLink.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_MultiTasking_SnapFillEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_MusUpdate_UpdateActionButton.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_MultiTasking_SnapAssistEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Notifications_PinnedQuickActions.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Notifications_SelectIconsToAppearOnTaskbar.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Notifications_ShowAppNotifications.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Notifications_SoftLandingEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Notifications_SystemIcons.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_ActivateWindowsLicense.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_GetPCName.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_InstalledRamStatus.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_JoinDomain.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_JoinCloudDomain.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_PenAndTouchStatus.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_ProcessorStatus.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_LeaveOrganization.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_ProductIdStatus.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_RenamePC.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PCSystem_SystemTypeStatus.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_Background_ChooseBackground.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_Background_ChooseFit.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_Color_ColorPrevalence.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_Color_EnableTransparency.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_LockScreenAppsBadge.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_LockScreenAppsTile.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_LockScreenBackground.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_LockScreenChooseBackgroundType.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PowerAndSleep_DisplayOffTimeoutAC.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Personalize_LockScreenSlideshowSource_CloudBrandName.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PowerAndSleep_DisplayOffTimeoutAC_AoAc.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PowerAndSleep_DisplayOffTimeoutDC.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PowerAndSleep_DisplayOffTimeoutDC_AoAc.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PowerAndSleep_SleepTimeoutDC.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Privacy_AdvertisingIdEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Privacy_EnableCollectionOfUrlsAppsUse.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Privacy_BackgroundApps_SubText.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Privacy_OpenPrivacyStatementLink.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Proxy_AutomaticConfigScript.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Proxy_ManualProxyAddress.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Proxy_AutomaticDetection.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Radio_DeviceList.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Radio_IsAirplaneModeEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_PowerAndSleep_SleepTimeoutAC.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_ShellMode_ModeChangeConfig.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_ShellMode_TaskbarAppsVisibility.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_ShellMode_Preference.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_ShellMode_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Start_LinkToPlacesPage.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Startup_AdvancedStartup.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Start_ShowRecentlyAddedAppsGroup.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Start_ShowSuggestedAppsGroup.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Start_Size.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Start_StoreMFUApps.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Start_StoreRecentlyOpenedItems.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Start_MoreTilesEnabled.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_StorageSense_AppSizesOptionalComponentsLink-3.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_StorageSense_AppSizesOptionalComponentsLink-2.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_StorageSense_AppSizesOptionalComponentsLink.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_SyncSettings_SyncAccessibility_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_SyncSettings_SyncLanguage_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_SyncSettings_SyncMaster_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_SyncSettings_SyncPersonalization_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_SyncSettings_Windows_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_AddSecondaryWorkPin.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_SyncSettings_SyncCredentials_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_AssignedAccess.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_SyncSettings_SyncBrowserSettings_Toggle.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_ChangePassword.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_DelayLock.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_EnrollmentFace.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_EnrollmentFingerprint.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_PicturePassword.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_PINPassword.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_SingleSignOnAccountList.settingcontent-ms;0;09/12/2015 8:13:32;
c:\Users\Default\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings\es-ES\;AAA_SystemSettings_Users_EnrollmentIris.settingcontent-ms;0;09/12/2015 8:13:32;
